available_bike_stands,surface_pressure,temperature,apparent_temperature,relative_humidity,precipitation
17,971.8,10.6,9.0,77,0.0
17,973.5,10.7,9.6,74,0.0
17,974.2,9.7,8.6,88,0.0
17,974.4,9.6,8.5,87,0.0
17,974.9,9.4,8.0,82,0.0
18,975.5,9.1,7.8,80,0.0
19,975.5,9.8,7.4,69,0.0
12,976.6,10.9,8.8,69,0.0
19,977.0,12.3,9.6,65,0.0
20,978.3,14.5,11.0,49,0.0
8,978.9,15.6,12.1,39,0.0
8,979.1,17.0,14.0,31,0.0
10,978.7,17.5,14.0,30,0.0
4,978.5,17.5,13.8,34,0.0
7,978.4,16.9,12.7,36,0.0
2,979.3,13.3,9.2,58,0.0
8,979.3,12.1,9.7,62,0.0
6,979.4,13.9,11.2,51,0.0
13,980.0,12.6,9.8,56,0.0
18,980.4,11.9,10.2,60,0.0
13,980.9,11.4,9.7,63,0.0
18,981.2,10.4,8.4,59,0.0
15,981.5,8.4,6.9,79,0.0
15,981.8,7.2,5.9,96,0.0
14,981.8,6.3,5.0,97,0.0
13,981.6,6.1,4.8,92,0.0
14,981.5,6.0,4.1,81,0.0
14,981.4,6.2,4.3,77,0.0
15,981.6,5.3,3.4,84,0.0
16,981.7,4.7,2.7,84,0.0
19,981.1,4.5,2.7,87,0.0
20,981.3,5.2,3.3,87,0.0
19,981.2,6.9,5.0,77,0.0
14,981.2,10.5,8.7,63,0.0
17,981.3,12.4,10.6,61,0.0
17,980.5,14.7,13.1,57,0.0
9,979.6,16.4,14.9,50,0.0
14,979.7,16.8,13.4,42,0.0
20,979.5,16.0,12.4,42,0.0
19,979.0,15.4,12.1,47,0.0
13,978.7,14.9,11.9,44,0.0
15,978.5,14.4,12.2,49,0.0
16,979.0,13.8,12.0,51,0.0
15,979.5,10.9,9.2,67,0.0
20,979.8,10.1,8.6,70,0.0
20,979.5,11.7,8.6,50,0.0
18,980.3,11.9,8.5,50,0.0
17,981.0,12.2,8.5,49,0.0
17,981.4,12.9,9.1,48,0.0
15,981.7,12.1,9.0,53,0.0
16,982.2,12.2,8.9,54,0.0
16,982.4,12.0,8.9,56,0.0
17,982.6,11.2,8.7,60,0.0
18,982.7,10.6,8.8,62,0.0
20,982.8,10.9,8.7,63,0.0
9,983.4,11.7,9.8,62,0.0
11,983.8,11.9,10.1,66,0.0
13,984.1,14.6,12.8,56,0.0
15,983.8,16.5,14.6,48,0.0
17,984.0,18.5,17.0,41,0.0
18,983.9,19.1,18.0,42,0.0
19,983.2,20.6,18.6,34,0.0
20,982.7,20.8,18.5,35,0.0
17,982.1,20.8,18.3,40,0.0
12,981.7,20.7,17.9,39,0.0
10,981.6,19.3,17.1,42,0.0
13,981.6,18.5,16.1,40,0.0
13,981.9,16.5,15.3,50,0.0
9,983.7,12.9,12.2,71,0.0
7,984.1,13.8,12.1,56,0.0
10,984.5,11.6,9.7,66,0.0
12,985.3,11.3,9.8,69,0.0
14,986.0,10.2,9.1,74,0.0
14,986.2,10.1,8.9,75,0.0
15,986.4,10.4,8.7,72,0.0
15,986.8,9.9,8.6,75,0.0
20,987.1,8.9,7.4,78,0.0
9,987.6,9.8,8.3,76,0.0
12,987.9,11.4,9.7,66,0.0
16,988.2,15.4,14.3,62,0.0
16,988.3,19.2,17.0,47,0.0
16,987.8,20.3,17.6,39,0.0
17,987.3,21.6,19.3,34,0.0
20,986.5,22.5,20.1,36,0.0
16,985.9,23.4,21.1,36,0.0
10,985.4,23.2,20.5,38,0.0
9,985.0,22.8,20.1,39,0.0
12,985.0,21.6,20.2,43,0.0
13,984.7,20.0,19.1,47,0.0
19,985.0,17.6,17.3,57,0.0
20,985.5,15.4,14.9,65,0.0
19,985.9,14.2,13.5,72,0.0
19,986.0,13.3,12.7,78,0.0
19,985.9,13.3,12.2,74,0.0
18,985.3,13.2,12.4,74,0.0
18,986.1,11.4,10.5,84,0.0
18,986.7,10.5,9.7,86,0.0
18,986.6,10.4,9.7,86,0.0
18,986.6,9.2,8.1,95,0.0
20,986.5,9.6,8.5,88,0.0
20,987.1,11.4,10.3,80,0.0
18,987.5,13.2,12.1,72,0.0
19,987.7,16.8,15.6,60,0.0
19,987.8,19.2,19.0,59,0.0
18,987.5,21.8,21.7,49,0.0
18,987.3,23.7,24.1,46,0.0
17,986.5,25.4,24.6,37,0.0
19,986.2,26.0,24.4,34,0.0
19,985.3,26.7,25.6,34,0.0
17,985.0,27.1,24.7,23,0.0
15,985.1,25.6,24.9,37,0.0
14,984.9,23.6,24.0,52,0.0
13,985.5,20.2,21.3,65,0.0
15,985.9,18.4,18.6,63,0.0
16,986.4,17.9,17.7,59,0.0
16,986.7,16.2,15.9,67,0.0
17,986.4,14.8,14.7,78,0.0
16,986.4,14.9,14.3,66,0.0
16,986.6,13.8,13.2,71,0.0
14,986.4,12.2,12.0,83,0.0
